Name,RA,Dec,AVM code,AVM description,Source
NGC 50,3.6856458,-7.3451056,5.5.2,Galaxy in Group of Galaxies,
NGC 51,3.6453958,48.2555167,5.5.2;5.1.3,Lenticular Galaxy,
NGC 52,3.6670875,18.5819861,5.5.2,Galaxy in Group of Galaxies,
NGC 53,3.6783333,-60.3284861,5;5.1.2,Barred Galaxy,
NGC 54,3.7819750,-7.1067750,5,Emission-line galaxy,
NGC 55,3.7233417,-39.1966278,5.5.2;5.1.6,Irregular Galaxy,
NGC 56,3.8500000,12.4500000,0,Nothing,
NGC 57,3.8786375,17.3283944,5.5.2;5.1.4,Elliptical Galaxy,
NGC 58,3.6277292,-7.1674556,5.5.2,Galaxy in Group of Galaxies,
NGC 59,3.8546917,-21.4443556,5.5.2;5.1.3,Lenticular Galaxy,
NGC 60,3.9927000,-0.3036278,5.3.2.4,LINER-type Active Galaxy Nucleus,
NGC 61,4.1012500,-6.3188889,5,Galaxy,
NGC 62,4.2725833,-13.4871667,5,Galaxy,
NGC 63,4.4396917,11.4503583,5,Galaxy,
NGC 64,4.3765333,-6.8246361,5,Emission-line galaxy,
NGC 65,4.7447000,-22.8803222,5.5.2,Galaxy in Group of Galaxies,
NGC 66,4.7706208,-22.9364389,5;5.1.1,Spiral Galaxy,
NGC 67,4.5617375,30.0632139,5.5.2;5.1.4,Elliptical Galaxy,
NGC 68,4.5771458,30.0718222,5.5.2;5.1.3,Lenticular Galaxy,
NGC 69,4.5854833,30.0398778,5.5.2;5.1.3,Lenticular Galaxy,
NGC 70,4.5938417,30.0795972,5.3.2.2;5.1.1,Spiral Galaxy,
NGC 71,4.5983250,30.0632083,5.3.2.2;5.1.4,Elliptical Galaxy,
NGC 72,4.6182125,30.0407000,5.5.2;5.1.2,Barred Galaxy,
NGC 73,4.6624042,-15.3222472,5,Galaxy,
NGC 74,4.7054042,30.0621222,5.5.2,Galaxy in Group of Galaxies,
NGC 75,4.8598167,6.4492583,5;5.1.3,Lenticular Galaxy,
NGC 76,4.9074625,29.9338694,5.5.2,Galaxy in Group of Galaxies,
NGC 77,5.0070167,-22.5320306,5;5.1.4,Elliptical Galaxy,
NGC 78,5.1145083,0.8336000,5.5.1,Galaxy in Pair of Galaxies,
NGC 79,5.2618250,22.5664056,5.5.2,Galaxy in Group of Galaxies,
NGC 80,5.2952708,22.3572528,5.5.2;5.1.3,Lenticular Galaxy,
NGC 81,5.3054750,22.3828083,5.5.2,Galaxy in Group of Galaxies,
NGC 82,5.3231292,22.4603639,3,Star,NED
NGC 83,5.3433292,22.4336417,5.5.2;5.1.4,Elliptical Galaxy,
NGC 84,5.3895333,22.5919500,5.5.2,Galaxy in Group of Galaxies,
NGC 85,5.3565667,22.5116972,5.5.2,Galaxy in Group of Galaxies,
NGC 86,5.3691083,22.5563778,5.5.2,Galaxy in Group of Galaxies,
NGC 87,5.3085917,-48.6300778,5.5.2;5.1.6,Irregular Galaxy,
NGC 88,5.3422167,-48.6400778,5.5.2,Galaxy in Group of Galaxies,
NGC 89,5.3514792,-48.6653556,5.5.2;5.1.1,Spiral Galaxy,
NGC 90,5.4642042,22.4000417,5.5.2,Galaxy in Group of Galaxies,
NGC 91,5.4651375,22.3682000,3,Star,
NGC 92,5.3821375,-48.6247861,5.1.7;5.1.1,Spiral Galaxy,
NGC 93,5.5133792,22.4080972,5.5.2,Galaxy in Group of Galaxies,
NGC 94,5.5563167,22.4831167,5.5.2,Galaxy in Group of Galaxies,
NGC 95,5.5563667,10.4915917,5.5.2;5.1.1,Spiral Galaxy,
NGC 96,5.5737375,22.5461778,5.5.2,Galaxy in Group of Galaxies,
NGC 97,5.6249500,29.7453722,5;5.1.4,Elliptical Galaxy,
NGC 98,5.7063250,-45.2690083,5;5.1.1,Spiral Galaxy,
NGC 99,5.9975917,15.7702889,5,Galaxy,
NGC 100,6.0118208,16.4863889,5;5.1.1,Spiral Galaxy,
NGC 101,5.9775583,-32.5362056,5;5.1.1,Spiral Galaxy,
NGC 102,6.1521417,-13.9563667,5.5.2,Galaxy in Group of Galaxies,
NGC 103,6.2700000,61.3400000,3.6.4.1,Open (galactic) Cluster,
NGC 104,6.0223292,-72.0814444,3.6.4.2,Globular Cluster,
NGC 105,6.3199625,12.8838389,5;5.1.1,Spiral Galaxy,
NGC 106,6.1823042,-5.1488083,5.5.2,Galaxy in Group of Galaxies,
NGC 107,6.4257708,-8.2827972,5,Galaxy,
NGC 108,6.4987958,29.2120667,5;5.1.2,Barred Galaxy,
NGC 109,6.5609833,21.8074000,5.5.1;5.1.2,Barred Galaxy,
NGC 110,6.8550000,71.4220000,3.6.4.1,Open (galactic) Cluster,
NGC 111,6.6600292,-2.6249611,0,Nothing,
NGC 112,6.7029875,31.7033250,5.5.2,Galaxy in Group of Galaxies,
NGC 113,6.7276083,-2.5008389,5.5.2,Galaxy in Group of Galaxies,
NGC 114,6.7425625,-1.7861167,5.5.2;5.1.2,Barred Galaxy,
NGC 115,6.6928250,-33.6771000,5;5.1.1,Spiral Galaxy,
NGC 116,6.7717542,-7.6683083,5.5.2,Galaxy in Group of Galaxies,
NGC 117,6.7960875,1.3337306,5.5.2,Galaxy in Group of Galaxies,
NGC 118,6.8175083,-1.7802083,5.3.2.2,Seyfert 2 Galaxy,
NGC 119,6.7400708,-56.9780028,5.5.2;5.1.3,Lenticular Galaxy,
NGC 120,6.8752958,-1.5135389,5.5.2;5.1.3,Lenticular Galaxy,
NGC 121,6.7041667,-71.5361111,3.6.4.2,Globular Cluster,
NGC 122,6.9097250,-1.6404611,3,Star,NED
NGC 123,6.9166083,-1.6276306,3,Star,NED
NGC 124,6.9681792,-1.8101361,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 125,7.2091917,2.8389056,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 126,7.2837292,2.8111306,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 127,7.3016667,2.8726556,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 128,7.3127917,2.8640472,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 129,7.5000000,60.2183333,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 130,7.3272542,2.8704361,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 131,7.4104958,-33.2597194,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 132,7.5446583,2.0934750,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 133,7.8000000,63.3666667,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 134,7.5912208,-33.2453500,5;5.1.1,Spiral Galaxy,Simbad
NGC 135,7.9414125,-13.3375694,5,Emission-line galaxy,Simbad
NGC 136,7.9000000,61.5100000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 137,7.7421000,10.2084528,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 138,7.7467500,5.1597278,5;5.1.1,Spiral Galaxy,Simbad
NGC 139,7.7767458,5.0787333,5,Galaxy,Simbad
NGC 140,7.8353708,30.7924889,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 141,7.8224958,5.1798389,5,Galaxy,Simbad
NGC 142,7.7836667,-22.6186889,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 143,7.8150917,-22.5599194,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 144,7.8361375,-22.6457583,5;5.1.1,Spiral Galaxy,Simbad
NGC 145,7.9405417,-5.1526528,5.1.7;5.1.2,Barred Galaxy,Simbad
NGC 146,8.2750000,63.3000000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 147,8.3005000,48.5087389,5.5.2;5.2.2,Dwarf Galaxy,Simbad
NGC 148,8.5645542,-31.7859917,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 149,8.4593542,30.7234833,5;5.1.3,Lenticular Galaxy,Simbad
NGC 150,8.5645042,-27.8036583,5;5.1.2,Barred Galaxy,Simbad
NGC 151,8.5114958,-9.7053972,5,Radio Galaxy,Simbad
NGC 152,8.2344167,-73.1157222,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 153,8.5114958,-9.7053972,5,Radio Galaxy,Simbad
NGC 154,8.5811208,-12.6562500,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 155,8.6671375,-10.7664861,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 156,8.6492542,-8.3400694,3.6.3,Double or multiple star,NED
NGC 157,8.6947958,-8.3964889,5,Emission-line galaxy,Simbad
NGC 158,8.7733292,-8.3457111,3.6.3,Double or multiple star,NED
NGC 159,8.6479917,-55.7899056,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 160,9.0168667,23.9578806,5;5.1.1,Spiral Galaxy,Simbad
NGC 161,8.8914208,-2.8487556,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 162,8.9913292,24.0370861,5;5.1.1,Spiral Galaxy,Simbad
NGC 163,8.9993333,-10.1217556,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 164,9.1371667,2.7497694,5,Galaxy,Simbad
NGC 165,9.1204250,-10.1062111,5,Radio Galaxy,Simbad
NGC 166,8.9532958,-13.6106472,5.3.2.2,Seyfert 2 Galaxy,Simbad
NGC 167,8.8462500,-23.3750194,5;5.1.1,Spiral Galaxy,Simbad
NGC 168,9.1609958,-22.5935361,5;5.1.1,Spiral Galaxy,Simbad
NGC 169,9.2150458,23.9909361,5.3.2.2;5.1.1,Spiral Galaxy,Simbad
NGC 170,9.1908958,1.8864417,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 171,9.3396708,-19.9342472,5;5.1.2,Barred Galaxy,Simbad
NGC 172,9.3066375,-22.5870083,5,Galaxy,Simbad
NGC 173,9.3019625,1.9422528,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 174,9.2455208,-29.4778722,5;5.1.2,Barred Galaxy,Simbad
NGC 175,9.3396708,-19.9342472,5;5.1.2,Barred Galaxy,Simbad
NGC 176,8.9945000,-73.1656944,3.6.4,Cluster of Stars,Simbad
NGC 177,9.3930625,-22.5492500,5;5.1.1,Spiral Galaxy,Simbad
NGC 178,9.7849667,-14.1728472,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 179,9.4429042,-17.8494056,5;5.1.4,Elliptical Galaxy,Simbad
NGC 180,9.4903833,8.6352222,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 181,9.5966417,29.4726222,5.5.1,Galaxy in Pair of Galaxies,Simbad
NGC 182,9.5516458,2.7285833,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 183,9.6224833,29.5112361,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 184,9.6489625,29.4476250,5.5.1,Galaxy in Pair of Galaxies,Simbad
NGC 185,9.7415417,48.3373778,5.3.2.2;5.2.2,Dwarf Galaxy,Simbad
NGC 186,9.6054500,3.1664694,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 187,9.8767125,-14.6562528,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 188,12.1083333,85.2550000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 189,9.8700000,61.1150000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 190,9.7278125,7.0627278,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 191,9.7476833,-9.0027556,5.1.7,Interacting Galaxies,Simbad
NGC 192,9.8057958,0.8641361,5,Radio Galaxy,Simbad
NGC 193,9.8274083,3.3313528,5,Radio Galaxy,Simbad
NGC 194,9.8267875,3.0374639,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 195,9.8990958,-9.1944472,5.3.2.1,Possible Quasar,Simbad
NGC 196,9.8244167,0.9127417,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 197,9.8283042,0.8919083,5.5.1,Galaxy in Pair of Galaxies,Simbad
NGC 198,9.8457750,2.7979306,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 199,9.8882833,3.1384917,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 200,9.8952667,2.8873806,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 201,9.8952208,0.8598806,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 202,9.9160667,3.5362722,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 203,9.9146833,3.4429389,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 204,9.9344500,3.2996083,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 205,10.0919792,41.6853000,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 206,10.1408333,40.7394444,3.6.4,Association of Stars,Simbad
NGC 207,9.9196583,-14.2370778,5,Emission-line galaxy,Simbad
NGC 208,10.0732333,2.7565306,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 209,9.7649000,-18.6083278,5;5.1.3,Lenticular Galaxy,Simbad
NGC 210,10.1459208,-13.8728000,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 211,9.9147083,3.4428889,;5.1.3,Lenticular Galaxy,Simbad
NGC 212,10.0555292,-56.1530139,5;5.5.3;5.1.3,Lenticular Galaxy,Simbad
NGC 213,10.2916792,16.4694778,5;5.1.2,Barred Galaxy,Simbad
NGC 214,10.3667500,25.4993389,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 215,10.2035458,-56.2140083,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 216,10.3620208,-21.0480278,5;5.1.3,Lenticular Galaxy,Simbad
NGC 217,10.3912625,-10.0213778,5.5.3;5.1.3,Lenticular Galaxy,Simbad
NGC 218,10.4359292,36.3595806,5,Low Surface Brightness Galaxy,Simbad
NGC 219,10.5470750,0.9044833,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 220,10.2331667,-73.4028056,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 221,10.6742708,40.8651694,5.1.7,Interacting Galaxies,Simbad
NGC 222,10.1754583,-73.3835556,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 223,10.5660750,0.8453583,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 224,10.6847083,41.2687500,5,Galaxy,Simbad
NGC 225,10.9125000,61.7750000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 226,10.7251458,32.5810000,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 227,10.6535000,-1.5287833,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 228,10.7271875,23.5030028,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 229,10.7692917,23.5091250,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 230,10.6132958,-23.6288056,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 231,10.2801667,-73.3495556,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 232,10.6908917,-23.5613028,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 233,10.9022625,30.5870083,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 234,10.8849292,14.3426167,5,Galaxy,Simbad
NGC 235,10.7199708,-23.5410139,5.3.2.2;5.1.3,Lenticular Galaxy,Simbad
NGC 236,10.8647667,2.9582222,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 237,10.8661708,-0.1248667,5.3.2;5.1.2,Barred Galaxy,Simbad
NGC 238,10.8573083,-50.1827972,5;5.1.1,Spiral Galaxy,Simbad
NGC 239,11.1563167,-3.7592250,5,Emission-line galaxy,Simbad
NGC 240,11.2580042,6.1134111,5;5.1.3,Lenticular Galaxy,Simbad
NGC 241,10.8864167,-73.4403889,3.6.4,Cluster of Stars,Simbad
NGC 242,10.9065417,-73.4438611,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 243,11.5035917,29.9594528,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 244,11.4434583,-15.5968778,5,G,NED*
NGC 245,11.5224792,-1.7233917,5,HII Galaxy,Simbad
NGC 246,11.7639083,-11.8719278,4.1.3,Planetary Nebula,Simbad
NGC 247,11.7856417,-20.7604000,5,Low Surface Brightness Galaxy,Simbad
NGC 248,11.3502917,-73.3790000,3.6.4,Cluster of Stars,Simbad
NGC 249,11.3758333,-73.0797222,4.2.1.1,HII (ionized) region,Simbad
NGC 250,11.8166625,7.9099361,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 251,11.9751292,19.5968083,5.5.1;5.1.1,Spiral Galaxy,Simbad
NGC 252,12.0061833,27.6238222,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 253,11.8880583,-25.2888000,5.3.2.2;5.1.1,Spiral Galaxy,Simbad
NGC 254,11.8649792,-31.4216972,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 255,11.9471208,-11.4686972,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 256,11.4754583,-73.5066389,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 257,12.0062917,8.2970694,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 258,12.0532167,27.6571556,5,Galaxy,Simbad
NGC 259,12.0136708,-2.7752806,5,Emission-line galaxy,Simbad
NGC 260,12.1443417,27.6924750,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 261,11.6312500,-73.1044444,4.2.1.1,HII (ionized) region,Simbad
NGC 262,12.1964250,31.9569667,5.3.2.2;5.1.3,Lenticular Galaxy,Simbad
NGC 263,12.2019708,-13.1074139,5,Galaxy,Simbad
NGC 264,12.0872500,-38.2343944,5;5.1.3,Lenticular Galaxy,Simbad
NGC 265,11.7976250,-73.4779167,3.6.4,Cluster of Stars,Simbad
NGC 266,12.4491375,32.2777250,5.3.2.4;5.1.2,Barred Galaxy,Simbad
NGC 267,12.0109583,-73.2774167,4.2.1.1,HII (ionized) region,Simbad
NGC 268,12.5398458,-5.1937972,5;5.1.2,Barred Galaxy,Simbad
NGC 269,12.0927083,-73.5302222,3.6.4,Cluster of Stars,Simbad
NGC 270,12.6355208,-8.6515972,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 271,12.6743708,-1.9102139,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 272,12.8250000,35.8333333,3.6.4,Cluster of Stars,Simbad
NGC 273,12.7018292,-6.8857611,5;5.1.3,Lenticular Galaxy,Simbad
NGC 274,12.7578000,-7.0568722,5.1.7;5.1.4,Elliptical Galaxy,Simbad
NGC 275,12.7670833,-7.0644722,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 276,13.0273708,-22.6801861,5;5.1.2,Barred Galaxy,Simbad
NGC 277,12.8218958,-8.5968056,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 278,13.0179167,47.5505361,5,HII Galaxy,Simbad
NGC 279,13.0372458,-2.2184472,5.3.2.1;5.1.3,Lenticular Galaxy,Simbad
NGC 280,13.1261083,24.3506278,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 281,13.1045792,56.5650000,4.2.1.1,HII (ionized) region,Simbad
NGC 282,13.1755583,30.6391250,5;5.1.4,Elliptical Galaxy,Simbad
NGC 283,13.3050708,-13.1639472,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 284,13.3750000,-13.1500000,5,Galaxy,Simbad
NGC 285,13.3743917,-13.1605972,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 286,13.3763667,-13.1128194,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 287,13.3679333,32.4822500,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 288,13.1885000,-26.5826111,3.6.4.2,Globular Cluster,Simbad
NGC 289,13.1765208,-31.2058306,5.3.2;5.1.2,Barred Galaxy,Simbad
NGC 290,12.8013750,-73.1616944,3.6.4,Cluster of Stars,Simbad
NGC 291,13.3747125,-8.7676333,5.3.2.2,Seyfert 2 Galaxy,Simbad
NGC 292,13.1583333,-72.8002778,5;5.2.2,Dwarf Galaxy,Simbad
NGC 293,13.5664500,-7.2355306,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 294,13.2635000,-73.3544167,3.6.4,Cluster of Stars,Simbad
NGC 295,13.7813375,31.5422806,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 296,13.8397208,31.6772806,5;5.1.1,Spiral Galaxy,Simbad
NGC 297,13.7455833,-7.3496667,5,G,NED*
NGC 298,13.7597792,-7.3330889,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 299,13.3530833,-72.1965556,3.6.4,Cluster of Stars,Simbad
NGC 300,13.7228292,-37.6843806,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 301,14.0765167,-10.6738611,5,Galaxy,Simbad
NGC 302,14.1054458,-10.6632222,3,*,NED*
NGC 303,13.7279625,-16.6546139,5,Emission-line galaxy,Simbad
NGC 304,14.0251333,24.1268639,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 305,13.9940958,12.1239333,5;5.1.2,Barred Galaxy,Simbad
NGC 306,13.5596250,-72.2409167,3.6.4,Cluster of Stars,Simbad
NGC 307,14.1358125,-1.7719389,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 308,14.0933333,-1.7791667,5,Galaxy,Simbad
NGC 309,14.1777667,-9.9139167,5,Emission-line galaxy,Simbad
NGC 310,14.1999083,-1.7657778,3,*,NED*
NGC 311,14.3864167,30.2808028,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 312,14.0664125,-52.7826722,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 313,14.4401833,30.3660806,3.6,A triplet of stars,cseligman
NGC 314,14.2184000,-31.9629528,5;5.1.2,Barred Galaxy,Simbad
NGC 315,14.4536792,30.3524472,5.3.2.4;5.1.4,Elliptical Galaxy,Simbad
NGC 316,14.4685333,30.3542972,3,*,NED*
NGC 317,14.4184250,43.7922333,5.5.1;5.1.2,Barred Galaxy,Simbad
NGC 318,14.5217583,30.4256528,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 319,14.2400625,-43.8387917,5;5.1.3,Lenticular Galaxy,Simbad
NGC 320,14.6939708,-20.8401583,5;5.1.1,Spiral Galaxy,Simbad
NGC 321,14.4135458,-5.0860806,5,Galaxy,Simbad
NGC 322,14.2916333,-43.7271278,5;5.1.1,Spiral Galaxy,Simbad
NGC 323,14.1735458,-52.9759056,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 324,14.3116042,-40.9591472,5;5.1.3,Lenticular Galaxy,Simbad
NGC 325,14.4494542,-5.1120972,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 326,14.5943208,26.8662806,5;5.2.2,Dwarf Galaxy,Simbad
NGC 327,14.4806917,-5.1304250,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 328,14.2399333,-52.9239611,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 329,14.5066167,-5.0712528,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 330,14.0857917,-72.4534722,3.6.4,Cluster of Stars,Simbad
NGC 331,14.2658333,-2.7575000,5,Galaxy,Simbad
NGC 332,14.7046792,7.1112917,5,Galaxy,Simbad
NGC 333,14.7138083,-16.4692472,5,Galaxy,Simbad
NGC 334,14.7074875,-35.1160417,5;5.1.1,Spiral Galaxy,Simbad
NGC 335,14.8324458,-18.2345861,5;5.1.1,Spiral Galaxy,Simbad
NGC 336,14.7416833,-18.7426556,5;5.1.1,Spiral Galaxy,Simbad
NGC 337,14.9587083,-7.5779611,5;5.1.2,Barred Galaxy,Simbad
NGC 338,15.1517083,30.6689194,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 339,14.4537500,-74.4667222,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 340,15.1453583,-6.8666000,5,Emission-line galaxy,Simbad
NGC 341,15.1908875,-9.1857639,5.1.7,Interacting Galaxies,Simbad
NGC 342,15.2077375,-6.7724278,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 343,14.5997167,-23.2252306,5.1.1,Spiral galaxy,cseligman
NGC 344,15.3982417,-23.2646917,5,Galaxy,Simbad
NGC 345,15.3421458,-6.8842972,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 346,14.8250000,-72.1800000,3.6.4,Cluster of Stars,Simbad
NGC 347,15.3964792,-6.7336694,5.5.3,Galaxy in Cluster of Galaxies,Simbad
NGC 348,15.2167625,-53.2445222,5;5.1.1,Spiral Galaxy,Simbad
NGC 349,15.4614208,-6.7998472,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 350,15.4863167,-6.7956806,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 351,15.4910250,-1.9367972,5;5.1.2,Barred Galaxy,Simbad
NGC 352,15.5383583,-4.2454472,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 353,15.6022625,-1.9590556,5;5.1.2,Barred Galaxy,Simbad
NGC 354,15.8184000,22.3427333,5;5.1.2,Barred Galaxy,Simbad
NGC 355,15.7789958,-6.3236778,5,Galaxy,Simbad
NGC 356,15.7795958,-6.9884000,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 357,15.8411375,-6.3392500,5.5.3;5.1.2,Barred Galaxy,Simbad
NGC 358,16.2955333,62.0204361,3.6,A group of stars,cseligman
NGC 359,16.0707208,-0.7648000,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 360,15.7143583,-65.6099917,5;5.1.1,Spiral Galaxy,Simbad
NGC 361,15.5534583,-71.6045000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 362,15.8094167,-70.8487778,3.6.4.2,Globular Cluster,Simbad
NGC 363,16.5658458,-16.5428722,5,Galaxy,Simbad
NGC 364,16.1703125,-0.8026611,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 365,16.0780375,-35.1214417,5;5.1.1,Spiral Galaxy,Simbad
NGC 366,16.6350000,62.2240000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 367,16.4536958,-12.1284250,5,Galaxy,Simbad
NGC 368,16.0918375,-43.2767750,5;5.1.1,Spiral Galaxy,Simbad
NGC 369,16.2870833,-17.7592222,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 370,16.6857917,32.4286944,0,Lost Object,cseligman
NGC 371,15.8541667,-72.0733333,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 372,16.6857917,32.4286944,3.6,Three stars,cseligman
NGC 373,16.7424958,32.3084722,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 374,16.7740750,32.7951389,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 375,16.7747083,32.3481944,5.1.7;5.1.4,Elliptical Galaxy,Simbad
NGC 376,15.9592083,-72.8259722,3.6.4,Cluster of Stars,Simbad
NGC 377,16.6450958,-20.3325528,;5.1.1,Spiral Galaxy,Simbad
NGC 378,16.5509292,-30.1781028,5;5.1.1,Spiral Galaxy,Simbad
NGC 379,16.8153042,32.5203083,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 380,16.8232458,32.4828139,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 381,17.0829167,61.5838889,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 382,16.8503333,32.4039444,5.5.1;5.1.4,Elliptical Galaxy,Simbad
NGC 383,16.8539958,32.4125583,5;5.1.3,Lenticular Galaxy,Simbad
NGC 384,16.8543125,32.2928306,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 385,16.8635000,32.3197833,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 386,16.8805792,32.3620083,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 387,16.8877500,32.3911111,5,G,NED*
NGC 388,16.9466542,32.3097833,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 389,17.1247250,39.6954556,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 390,17.0540667,32.4535611,5.5.2,Galaxy in Group of Galaxies,Simbad
