P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,P_DETECTION_RADIUS,P_ALT_NAMES,P_ATMOSPHERE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_DISC,S_MAGNETIC_FIELD,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
"55 Cnc c","3.0000000","54.475720","-1.7480540","1.7480540","","","","2004","2014-10-29","44.417500","-0.0073000000","0.0073000000","0.24137600","-2.6000000e-05","2.6000000e-05","0.020000000","-0.031000000","0.031000000","90.000000","","","51.000000","-84.000000","84.000000","","","","19.200000","","","","","","","","Radial Velocity","","","","","55 Cnc","133.14922","28.330818","5.9600000","12.590000","-0.010000000","0.010000000","0.31000000","-0.040000000","0.040000000","0.91000000","-0.010000000","0.010000000","0.94000000","-0.010000000","0.010000000","G8 V","10.200000","-2.5000000","2.5000000","5196.0000","-24.000000","24.000000","","","4.4500000","HD 75732, HIP 43587","","","","","0.0092560542","0.24142428","0.23654848","0.24620352","0.24138808","9.9064859","9.5199005","10.312895","451.95192","447.51028","456.55180","Jovian","0.94000000","G","8.8766149","08 52 35.8135","+28 19 50.9448","0.57705994","0.58921014","1.4139437","0.74631864","1.3405462","0.78964408","1.3405462","0.72047826","1.3405462","2.0510405","0.72330826","0.51051127","0","0","Hot","0","0.19669217","Cancer","Cnc","Crab","8.5133162","54.475720","0.24137600"
"55 Cnc d","3.0000000","1232.5370","-21.612304","21.612304","","","","2002","2014-10-29","4825.0000","-39.000000","39.000000","5.5030000","-0.030000000","0.030000000","0.019000000","-0.013000000","0.013000000","90.000000","","","44.000000","-31.000000","31.000000","","","","437.00000","","","","","","","","Radial Velocity","","","","","55 Cnc","133.14922","28.330818","5.9600000","12.590000","-0.010000000","0.010000000","0.31000000","-0.040000000","0.040000000","0.91000000","-0.010000000","0.010000000","0.94000000","-0.010000000","0.010000000","G8 V","10.200000","-2.5000000","2.5000000","5196.0000","-24.000000","24.000000","","","4.4500000","HD 75732, HIP 43587","","","","","0.59745691","5.5039933","5.3984430","5.6075570","5.5032484","0.019059008","0.018351583","0.019800852","94.654352","93.769865","95.568744","Jovian","0.94000000","G","8.8766149","08 52 35.8135","+28 19 50.9448","0.57705994","0.58921014","1.4139437","0.74631864","1.3405462","0.78964408","1.3405462","0.72047826","1.3405462","2.0510405","0.72330826","0.51051127","0","0","Cold","0","0.088750560","Cancer","Cnc","Crab","12.969667","1232.5370","5.5030000"
"55 Cnc e","3.0000000","8.0791878","-0.31147144","0.31147144","1.9057000","-0.078470000","0.078470000","2004","2019-01-31","0.73653900","-7.0000000e-06","7.0000000e-06","0.015440000","-9.0000000e-05","9.0000000e-05","","","","83.300000","-0.80000000","0.90000000","","","","","","","1.2300000","0.41000000","-0.050000000","0.050000000","","","","","Radial Velocity","","","","","55 Cnc","133.14922","28.330818","5.9600000","12.590000","-0.010000000","0.010000000","0.31000000","-0.040000000","0.040000000","0.91000000","-0.010000000","0.010000000","0.94000000","-0.010000000","0.010000000","G8 V","10.200000","-2.5000000","2.5000000","5196.0000","-24.000000","24.000000","","","4.4500000","HD 75732, HIP 43587","2.0590011","4.2394857","2.2246343","1.1673581","0.00031979715","0.015440000","0.015440000","0.015440000","0.015440000","2420.6184","2420.6184","2420.6184","1787.0080","1787.0080","1787.0080","Superterran","0.94000000","G","8.8766149","08 52 35.8135","+28 19 50.9448","0.57705994","0.58921014","1.4139437","0.74631864","1.3405462","0.78964408","1.3405462","0.72047826","1.3405462","2.0510405","0.72330826","0.51051127","0","0","Hot","0","0.25989720","Cancer","Cnc","Crab","1.9057000","8.0791878","0.015440000"
"55 Cnc f","3.0000000","44.813748","-3.8139360","3.8139360","","","","2007","2014-10-29","262.00000","-0.51000000","0.51000000","0.78800000","-0.0010000000","0.0010000000","0.30500000","-0.075000000","0.075000000","90.000000","","","166.00000","-15.000000","15.000000","","","","62.600000","","","","","","","","Radial Velocity","","","","","55 Cnc","133.14922","28.330818","5.9600000","12.590000","-0.010000000","0.010000000","0.31000000","-0.040000000","0.040000000","0.91000000","-0.010000000","0.010000000","0.94000000","-0.010000000","0.010000000","G8 V","10.200000","-2.5000000","2.5000000","5196.0000","-24.000000","24.000000","","","4.4500000","HD 75732, HIP 43587","","","","","0.020079498","0.82465185","0.54766000","1.0283400","0.79745557","0.97582251","0.54569185","1.9239726","248.65483","218.96857","300.05069","Neptunian","0.94000000","G","8.8766149","08 52 35.8135","+28 19 50.9448","0.57705994","0.58921014","1.4139437","0.74631864","1.3405462","0.78964408","1.3405462","0.72047826","1.3405462","2.0510405","0.72330826","0.51051127","1","1","Warm","0","0.45748768","Cancer","Cnc","Crab","7.5885086","44.813748","0.78800000"
"6 Lyn b","3.0000000","638.83429","-24.472756","24.472756","","","","2008","2018-12-06","934.30000","-8.6000000","8.6000000","2.1100000","-0.11000000","0.11000000","0.073000000","-0.036000000","0.036000000","","","","130.00000","-38.000000","38.000000","2455384.0","-94.000000","94.000000","38.500000","","","","","","","","Radial Velocity","","","","","6 Lyn","97.696281","58.162632","5.8600000","54.740000","-0.27000000","0.27000000","","","","1.4400000","","","5.2000000","","","K0 III-IV","","","","4938.0000","","","","","3.1900000","HD 45410, HIP 31039","","","","","0.14921849","2.1156221","1.9559700","2.2640300","2.1114081","3.2441060","2.8101877","3.7650894","341.57316","329.85931","354.88589","Jovian","5.2000000","K","6.5130857","06 30 47.1087","+58 09 45.4752","14.404549","2.9814334","7.2263884","3.7764296","6.8512627","3.9968073","6.8512627","3.6457377","6.8512627","10.247398","0.54108483","0.52096110","0","0","Hot","0","0.28576359","Lynx","Lyn","Lynx","13.350175","638.83429","2.1100000"
"61 Vir b","3.0000000","5.0852480","-0.63565601","0.63565601","","","","2009","2014-05-14","4.2150000","-0.00060000000","0.00060000000","0.050201000","-5.0000000e-06","5.0000000e-06","0.12000000","-0.11000000","0.11000000","","","","105.00000","-54.000000","54.000000","","","","5.9000000","","","","","","","","Radial Velocity","","","","","61 Vir","199.60132","-18.311195","4.7400000","8.5100000","-0.020000000","0.020000000","-0.010000000","","","0.94000000","-0.030000000","0.030000000","0.96000000","-0.010000000","0.010000000","G5 V","8.9600000","-3.0800000","2.7600000","5577.0000","-33.000000","33.000000","","","4.3400000","HD 115617, HIP 64924","","","","","0.00077572596","0.050562447","0.044176880","0.056225120","0.050291794","319.27036","252.68119","409.30176","1074.0012","1015.7531","1145.9240","Superterran","0.96000000","G","13.306755","13 18 24.3188","-18 18 40.3020","0.79879197","0.67876384","1.6082744","0.85974319","1.5247902","0.90929943","1.5247902","0.82994025","1.5247902","2.4131294","1.4069863","0.50503188","0","0","Hot","0","0.25355145","Virgo","Vir","Virgin","2.1061683","5.0852480","0.050201000"
"61 Vir c","3.0000000","18.116196","-0.95348401","0.95348401","","","","2009","2014-05-14","38.021000","-0.034000000","0.034000000","0.21750000","-0.00010000000","0.00010000000","0.14000000","-0.060000000","0.060000000","","","","341.00000","-38.000000","38.000000","","","","25.600000","","","","","","","","Radial Velocity","","","","","61 Vir","199.60132","-18.311195","4.7400000","8.5100000","-0.020000000","0.020000000","-0.010000000","","","0.94000000","-0.030000000","0.030000000","0.96000000","-0.010000000","0.010000000","G5 V","8.9600000","-3.0800000","2.7600000","5577.0000","-33.000000","33.000000","","","4.3400000","HD 115617, HIP 64924","","","","","0.0050163669","0.21963150","0.18705000","0.24795000","0.21803635","17.053500","12.992881","22.830649","515.80897","483.69464","556.89648","Neptunian","0.96000000","G","13.306755","13 18 24.3188","-18 18 40.3020","0.79879197","0.67876384","1.6082744","0.85974319","1.5247902","0.90929943","1.5247902","0.82994025","1.5247902","2.4131294","1.4069863","0.50503188","0","0","Hot","0","0.22814035","Virgo","Vir","Virgin","4.4511957","18.116196","0.21750000"
"61 Vir d","3.0000000","22.883616","-2.5426240","2.5426240","","","","2009","2014-05-14","123.01000","-0.55000000","0.55000000","0.47600000","-0.0010000000","0.0010000000","0.35000000","-0.090000000","0.090000000","","","","314.00000","-20.000000","20.000000","","","","56.000000","","","","","","","","Radial Velocity","","","","","61 Vir","199.60132","-18.311195","4.7400000","8.5100000","-0.020000000","0.020000000","-0.010000000","","","0.94000000","-0.030000000","0.030000000","0.96000000","-0.010000000","0.010000000","G5 V","8.9600000","-3.0800000","2.7600000","5577.0000","-33.000000","33.000000","","","4.3400000","HD 115617, HIP 64924","","","","","0.0089695593","0.50515500","0.30940000","0.64260000","0.48359990","3.7635373","1.9344266","8.3443608","346.34605","300.45745","433.00527","Neptunian","0.96000000","G","13.306755","13 18 24.3188","-18 18 40.3020","0.79879197","0.67876384","1.6082744","0.85974319","1.5247902","0.90929943","1.5247902","0.82994025","1.5247902","2.4131294","1.4069863","0.50503188","0","0","Hot","0","0.37195088","Virgo","Vir","Virgin","5.1078157","22.883616","0.47600000"
"7 CMa b","3.0000000","781.85689","-44.495920","44.495920","","","","2011","2015-10-22","796.00000","-7.4000000","7.4000000","1.9300000","-0.010000000","0.010000000","0.22000000","-0.070000000","0.070000000","","","","77.000000","-14.000000","14.000000","2454093.0","-34.000000","34.000000","97.400000","","","","","","","","Radial Velocity","","","","","7 CMa","99.170990","-19.255878","3.9200000","19.820000","-0.16000000","0.16000000","0.21000000","-0.10000000","0.10000000","1.5200000","-0.30000000","0.30000000","2.3000000","-0.10000000","0.10000000","K1 III","","","","4792.0000","-100.00000","100.00000","","","3.2500000","HD 47205, HIP 31592","","","","","0.12065121","1.9767060","1.5054000","2.3546000","1.9418663","0.68781196","0.45079312","1.1028279","229.87309","208.75613","261.07894","Jovian","2.3000000","K","6.6113997","06 36 41.0388","-19 15 21.1608","2.4992607","1.2499776","3.0482190","1.5832865","2.8899824","1.6759652","2.8899824","1.5285003","2.8899824","4.2684436","0.42870561","0.53043519","1","1","Warm","0","0.37834721","Canis Major","CMa","Big Dog","13.232029","781.85689","1.9300000"
"70 Vir b","3.0000000","2357.0125","-18.116196","18.116196","","","","1996","2018-12-06","116.68800","-0.0054000000","0.0054000000","0.48100000","-0.022000000","0.022000000","0.39880000","-0.0019000000","0.0019000000","","","","359.83000","-0.29000000","0.29000000","2455291.7","-0.086000000","0.086000000","26.900000","","","","","","","","Radial Velocity","","","","","70 Vir","202.10754","13.778788","4.9700000","17.910000","-0.060000000","0.060000000","","","","1.0900000","","","1.8900000","","","G4 V","","","","5495.0000","","","","","3.9500000","HD 117176, HIP 65721","","","","","0.037404833","0.51924947","0.28917720","0.67282280","0.49110247","13.753258","6.4458715","34.894337","475.14878","405.94325","619.20385","Jovian","1.8900000","G","13.473837","13 28 25.8131","+13 46 43.6368","2.9179849","1.3034579","3.0962409","1.6510035","2.9355172","1.7463081","2.9355172","1.5937885","2.9355172","4.6121699","1.2839292","0.47478096","0","0","Hot","0","0.14126541","Virgo","Vir","Virgin","12.604921","2357.0125","0.48100000"
"75 Cet b","3.0000000","953.48401","","","","","","2012","2015-09-03","691.90000","-3.6000000","3.6000000","2.1000000","","","0.11700000","-0.048000000","0.048000000","","","","165.00000","-28.000000","28.000000","2452213.0","-54.000000","54.000000","25.300000","","","","","","","","Radial Velocity","","","","","75 Cet","38.039253","-1.0348960","5.3500000","83.150000","-0.72000000","0.72000000","0.0000000","-0.040000000","0.040000000","2.4900000","-0.27000000","0.020000000","10.500000","-1.0000000","1.0000000","G3 III","","","","4846.0000","-18.000000","18.000000","","","2.6300000","HD 15779, HIP 11791","","","","","0.13469037","2.1143734","1.8543000","2.3457000","2.1036099","12.438138","9.9004731","15.843126","477.21330","451.91723","508.28247","Jovian","10.500000","G","2.5359503","02 32 09.4212","-01 02 05.6256","54.475457","5.8221083","14.165420","7.3745787","13.430080","7.8057607","13.430080","7.1193885","13.430080","19.928023","0.55449989","0.62529398","0","0","Hot","0","0.14524422","Cetus","Cet","Whale","13.116992","953.48401","2.1000000"
"8 UMi b","3.0000000","416.35468","-50.852480","50.852480","","","","2015","2018-09-06","93.400000","-4.5000000","4.5000000","0.49000000","-0.020000000","0.020000000","0.060000000","-0.090000000","0.090000000","","","","","","","","","","3.0000000","","","","","","","","Radial Velocity","","","","","8 UMi","224.20148","74.900925","6.8300000","163.32000","-0.65000000","0.65000000","-0.030000000","","","1.4400000","-0.19000000","0.19000000","10.300000","-0.57000000","0.57000000","K0","","","","4847.0000","-7.0000000","7.0000000","","","2.5700000","HD 133086, HIP 73136","","","","","0.030465581","0.49088200","0.46060000","0.51940000","0.49022082","218.90020","194.46940","247.29043","979.29341","951.38813","1010.2916","Jovian","10.300000","K","14.946766","14 56 48.3573","+74 54 03.3300","52.463248","5.7133167","13.900142","7.2367776","13.178573","7.6598936","13.178573","6.9863557","13.178573","19.556510","0.46277365","0.52096110","0","0","Hot","0","0.070820113","Ursa Minor","UMi","Little Bear","13.604033","416.35468","0.49000000"
"81 Cet b","3.0000000","1684.4884","","","","","","2008","2014-05-14","952.70000","-8.8000000","8.8000000","2.5000000","","","0.20600000","-0.029000000","0.029000000","","","","175.00000","-6.9000000","6.9000000","2452486.0","-26.000000","26.000000","24.600000","","","","","","","","Radial Velocity","","","","","81 Cet","39.424168","-3.3961750","5.6500000","101.53000","-1.2200000","1.2200000","-0.060000000","-0.030000000","0.030000000","2.4000000","-0.40000000","0.10000000","11.000000","-1.0000000","2.0000000","G5 III","","","","4785.0000","-25.000000","25.000000","","","2.3500000","HD 16400, HIP 12247","","","","","0.17645392","2.5530450","1.9850000","3.0150000","2.5134499","9.2926133","6.2521178","14.423836","441.22513","402.85773","496.49525","Jovian","11.000000","G","2.6282780","02 37 41.8008","-03 23 46.2300","56.833158","5.9624778","14.544572","7.5523845","13.789546","7.9945342","13.789546","7.2910514","13.789546","20.354698","0.49324069","0.61766768","0","0","Hot","0","0.16929368","Cetus","Cet","Whale","12.792619","1684.4884","2.5000000"
"91 Aqr b","3.0000000","1017.0496","","","","","","2013","2014-05-14","181.40000","-0.10000000","0.10000000","0.70000000","","","0.027000000","-0.026000000","0.026000000","","","","177.30000","-0.80000000","0.80000000","2453472.1","-24.500000","24.500000","15.900000","","","","","","","","Radial Velocity","","","","","91 Aqr","348.97290","-9.0877370","4.2500000","44.080000","-0.51000000","0.51000000","-0.030000000","-0.10000000","0.10000000","1.4000000","-0.10000000","0.10000000","11.000000","-0.10000000","0.10000000","K0 III","3.5600000","-0.63000000","0.63000000","4665.0000","-18.000000","18.000000","","","2.5200000","HD 219449, HIP 114855","","","","","0.061244551","0.70025515","0.68110000","0.71890000","0.70006390","104.81969","99.344457","110.67737","815.07247","804.32362","826.34161","Jovian","11.000000","K","23.264861","23 15 53.5004","-09 05 15.8532","51.342925","5.6950725","13.965288","7.2136859","13.240324","7.6370963","13.240324","6.9640769","13.240324","19.346574","0.33534899","0.49451088","0","0","Hot","0","0.078414548","Aquarius","Aqr","Water Carrier","13.079797","1017.0496","0.70000000"
"AB Pic b","3.0000000","4290.6780","-158.91400","158.91400","","","","2005","2014-05-14","","","","260.00000","","","","","","","","","","","","","","","5190.0000","","","","","","","","Imaging","","","","","AB Pic","94.803802","-58.054310","9.1280000","50.120000","-0.070000000","0.070000000","","","","","","","","","","K2 V","0.030000000","","","","","","","","","HD 44627, HIP 30034","","","","","","260.00000","260.00000","260.00000","260.00001","","","","","","","Jovian","","K","6.3202538","06 19 12.9137","-58 03 15.5160","","","","","","","","","","","","","0","0","","0","","Pictor","Pic","Painter's Easel","12.277019","4290.6780","260.00000"
"BD+03 2562 b","3.0000000","2034.0992","-413.17640","413.17640","","","","2017","2017-06-15","481.90000","-2.8000000","2.7000000","1.3000000","-0.10000000","0.10000000","0.20000000","-0.080000000","0.12000000","","","","218.00000","-26.000000","32.000000","2453726.0","-32.000000","41.000000","0.49700000","","","","","","","","Radial Velocity","","","","","BD+03 2562","177.56480","2.7601420","9.5800000","2618.0000","-564.00000","564.00000","-0.71000000","-0.090000000","0.090000000","1.1400000","-0.25000000","0.25000000","32.350000","-8.8200000","8.8200000","","5.2000000","-2.7500000","4.7500000","4095.0000","-20.000000","20.000000","","","1.8900000",",","","","","","0.12617529","1.3260000","1.0400000","1.5600000","1.3065871","159.23206","108.34370","243.77331","898.12947","821.95080","1006.6800","Jovian","32.350000","K","11.837654","11 50 15.5552","+02 45 36.5112","263.66522","13.141381","33.105528","16.645609","31.386782","17.634904","31.386782","16.069054","31.386782","43.841983","0.11761662","0.49188134","0","0","Hot","0","0.076881824","Virgo","Vir","Virgin","12.686905","2034.0992","1.3000000"
