P_NAME,P_RADIUS,P_RADIUS_EST,P_DETECTION,P_YEAR,P_SEMI_MAJOR_AXIS,P_PERIOD,P_MASS,P_DENSITY,P_HABZONE_CON
K2-253 b,12.667300,12.667300,Transit,2018,0.050600000,4.0016700,,,0
K2-254 b,1.6254500,1.6254500,Transit,2018,0.044800000,4.0963900,,,0
K2-254 c,2.1859500,2.1859500,Transit,2018,0.092300000,12.118390,,,0
K2-255 b,2.9033900,2.9033900,Transit,2018,0.027400000,1.9641700,,,0
K2-256 b,2.6343500,2.6343500,Transit,2018,0.057800000,5.5201100,,,0
K2-257 b,0.82954000,0.82954000,Transit,2018,0.021600000,1.6058800,,,0
K2-258 b,3.0042800,3.0042800,Transit,2018,0.14900000,19.092100,,,0
K2-259 b,2.3204700,2.3204700,Transit,2018,0.12710000,15.480430,,,0
K2-26 b,2.6679800,2.6679800,Transit,2016,0.096200000,14.566500,,,0
K2-260 b,17.397920,17.397920,Transit,2018,0.040400000,2.6266657,451.31576,0.085701517,0
K2-261 b,9.5285000,9.5285000,Transit,2018,0.10200000,11.633440,70.875645,0.081926312,0
K2-263 b,2.4101500,2.4101500,Transit,2018,0.25730000,50.818947,14.801250,1.0572220,0
K2-264 b,2.2307900,2.2307900,Transit,2018,0.050230000,5.8400020,,,0
K2-264 c,2.6679800,2.6679800,Transit,2018,0.11283000,19.660302,,,0
K2-265 b,1.7151300,1.7151300,Transit,2018,0.033760000,2.3691720,6.5409003,1.2964220,0
K2-266 b,3.2957400,3.2957400,Transit,2018,0.013060000,0.65852400,11.298786,0.31562612,0
K2-266 c,0.70623000,0.70623000,Transit,2018,0.067900000,7.8140000,0.28922348,0.82109813,0
K2-266 d,2.9258100,2.9258100,Transit,2018,0.10350000,14.697000,9.4013523,0.37536343,0
K2-266 e,2.7352400,2.7352400,Transit,2018,0.12490000,19.482000,8.2984892,0.40552040,0
K2-268 b,1.4124600,1.4124600,Transit,2018,0.030800000,2.1518940,,,0
K2-268 c,2.6904000,2.6904000,Transit,2018,0.081900000,9.3268410,,,0
K2-269 b,1.5694000,1.5694000,Transit,2018,0.053100000,4.1449650,,,0
K2-27 b,4.4840000,4.4840000,Transit,2016,0.067020000,6.7713150,30.899238,0.34272908,0
K2-270 b,1.3788300,1.3788300,Transit,2018,0.024700000,1.5430690,,,0
K2-270 c,2.9482300,2.9482300,Transit,2018,0.049700000,4.4000280,,,0
K2-271 b,7.2752900,7.2752900,Transit,2018,0.077000000,8.5624210,,,0
K2-272 b,2.9146000,2.9146000,Transit,2018,0.10810000,14.453533,,,0
K2-273 b,4.4167400,4.4167400,Transit,2018,0.097400000,11.716332,,,0
K2-274 b,2.1971600,2.1971600,Transit,2018,0.10640000,14.129714,,,0
K2-275 b,2.2420000,2.2420000,Transit,2018,0.040000000,3.2809610,,,0
K2-275 c,2.3428900,2.3428900,Transit,2018,0.075000000,8.4387560,,,0
K2-276 b,3.7665600,3.7665600,Transit,2018,0.12910000,18.718269,,,0
K2-277 b,2.0738500,2.0738500,Transit,2018,0.067500000,6.3267630,,,0
K2-278 b,2.9818600,2.9818600,Transit,2018,0.048800000,3.3349660,,,0
K2-279 b,1.2106800,1.2106800,Transit,2018,0.067000000,7.1226050,,,0
K2-28 b,2.3204700,2.3204700,Transit,2016,0.021400000,2.2604550,,,0
K2-280 b,7.6676400,7.6676400,Transit,2018,0.14880000,19.895202,,,0
K2-281 b,8.1833000,8.1833000,Transit,2018,0.077300000,8.6877210,,,0
K2-282 b,2.8249200,2.8249200,Transit,2018,0.049900000,4.1698360,,,0
K2-283 b,3.5199400,3.5199400,Transit,2018,0.029100000,1.9210360,,,0
K2-284 b,2.7800800,2.7800800,Transit,2018,0.047710000,4.7950690,,,0
K2-285 b,2.5895100,2.5895100,Transit,2018,0.038170000,3.4717450,9.6810410,0.55753133,0
K2-285 c,3.5311500,3.5311500,Transit,2018,0.082400000,7.1380480,15.678455,0.35608589,0
K2-285 d,2.4774100,2.4774100,Transit,2018,0.11780000,10.455820,6.4995827,0.42745638,0
K2-285 e,1.9505400,1.9505400,Transit,2018,0.18041000,14.762890,10.701269,1.4420180,0
K2-286 b,2.0962700,2.0962700,Transit,2018,0.17680000,27.359000,,,0
K2-287 b,9.4948700,9.4948700,Transit,2018,0.12060000,14.893291,100.11582,0.11695954,0
K2-288 B b,1.9057000,1.9057000,Transit,2018,0.16400000,31.393463,,,1
K2-289 b,9.1025200,9.1025200,Transit,2019,0.10700000,13.156969,,,0
K2-29 b,13.339900,13.339900,Transit,2016,0.042170000,3.2588321,232.01444,0.097736615,0
K2-290 b,3.0603300,3.0603300,Transit,2019,0.092300000,9.2116500,10.901501,0.38034831,0
K2-290 c,11.277260,11.277260,Transit,2019,0.30500000,48.366850,245.99887,0.17152299,0
K2-291 b,1.5918200,1.5918200,Transit,2019,0.032610000,2.2251770,6.4900478,1.6090370,0
K2-293 b,2.4549900,2.4549900,Transit,2019,,13.122500,,,0
K2-294 b,1.6590800,1.6590800,Transit,2019,,2.5038700,,,0
K2-295 b,10.055370,10.055370,Transit,2018,0.045100000,4.0248670,106.47238,0.10472317,0
K2-296 b,1.8700000,1.8700000,Transit,2019,0.13456000,28.165600,,,0
K2-3 b,2.1747400,2.1747400,Transit,2015,0.076900000,10.054490,,,0
K2-3 c,1.8496500,1.8496500,Transit,2015,0.13990000,24.643540,,,0
K2-3 d,1.5133500,1.5133500,Transit,2015,0.20760000,44.559830,,,0
K2-30 b,11.647190,11.647190,Transit,2016,0.048390000,4.0985030,184.02241,0.11646817,0
K2-31 b,11.882600,11.882600,Transit,2016,0.022000000,1.2578500,563.82688,0.33605575,0
K2-32 b,4.9660300,4.9660300,Transit,2016,0.080350000,8.9918280,,,0
K2-32 c,2.7352400,2.7352400,Transit,2016,0.13990000,20.661860,,,0
K2-32 d,3.2733200,3.2733200,Transit,2016,0.18620000,31.714200,,,0
K2-32 e,1.0089000,1.0089000,Transit,2019,0.049510000,4.3488200,,,0
K2-33 b,5.0445000,5.0445000,Transit,2016,,5.4248650,1175.9636,9.1609286,0
K2-34 b,13.956450,13.956450,Transit,2016,0.042600000,2.9956330,,,0
K2-35 b,1.9281200,1.9281200,Transit,2016,0.055000000,5.6083520,,,0
K2-35 c,1.3227800,1.3227800,Transit,2016,0.031000000,2.3999640,,,0
K2-36 b,1.3227800,1.3227800,Transit,2016,0.023000000,1.4226600,,,0
K2-36 c,2.8025000,2.8025000,Transit,2016,0.055500000,5.3405900,,,0
K2-37 b,1.6142400,1.6142400,Transit,2016,0.051100000,4.4411700,,,0
K2-37 c,2.7464500,2.7464500,Transit,2016,0.065400000,6.4290400,,,0
K2-37 d,2.7352400,2.7352400,Transit,2016,0.11030000,14.091890,,,0
K2-38 b,1.9057000,1.9057000,Transit,2016,,4.0159300,19.069680,2.7553692,0
K2-38 c,2.4213600,2.4213600,Transit,2016,0.096400000,10.561030,9.9003423,0.69738422,0
K2-39 b,6.2776000,6.2776000,Transit,2016,,4.6054300,28.604520,0.11562553,0
K2-4 b,2.0962700,2.0962700,Transit,2015,0.078000000,10.003417,,,0
K2-42 b,2.1523200,2.1523200,Transit,2016,0.061700000,6.6879600,,,0
K2-43 b,4.7530400,4.7530400,Transit,2016,0.038000000,3.4713410,,,0
K2-44 b,2.7240300,2.7240300,Transit,2016,0.065100000,5.6568800,,,0
K2-45 b,6.7147900,6.7147900,Transit,2016,0.022400000,1.7292684,,,0
K2-46 b,2.0514300,2.0514300,Transit,2016,0.13821000,19.154100,,,0
K2-47 b,1.8944900,1.8944900,Transit,2016,0.17790000,31.637200,,,0
K2-48 b,2.2420000,2.2420000,Transit,2016,0.13440000,20.506500,,,0
K2-49 b,1.9281200,1.9281200,Transit,2016,0.030900000,2.7706500,,,0
K2-5 b,1.9057000,1.9057000,Transit,2015,0.053200000,5.7359400,,,0
K2-5 c,2.2644200,2.2644200,Transit,2015,0.081800000,10.932410,,,0
K2-50 b,1.5918200,1.5918200,Transit,2016,0.070500000,8.7529000,,,0
K2-52 b,18.003260,18.003260,Transit,2016,0.054000000,3.5350550,,,0
K2-53 b,2.6007200,2.6007200,Transit,2016,0.098000000,12.207720,,,0
K2-54 b,1.1546300,1.1546300,Transit,2016,0.067100000,9.7843000,,,0
K2-55 b,3.8226100,3.8226100,Transit,2016,0.034860000,2.8492580,,,0
K2-57 b,2.0962700,2.0962700,Transit,2016,0.074600000,9.0063000,,,0
K2-58 b,2.6791900,2.6791900,Transit,2016,0.069200000,7.0525400,,,0
K2-58 c,1.6254500,1.6254500,Transit,2016,0.035000000,2.5372600,,,0
K2-58 d,1.7151300,1.7151300,Transit,2016,0.15170000,22.882700,,,0
K2-59 b,2.4101500,2.4101500,Transit,2016,0.13540000,20.692100,,,0
K2-59 c,2.2980500,2.2980500,Transit,2016,0.090500000,11.295400,,,0
K2-6 b,2.4998300,2.4998300,Transit,2015,0.18980000,30.941910,,,0
K2-60 b,7.6564300,7.6564300,Transit,2016,0.045000000,3.0026500,135.39473,0.30166353,0
K2-61 b,2.4774100,2.4774100,Transit,2016,0.039200000,2.5730200,,,0
K2-62 b,2.1411100,2.1411100,Transit,2016,0.063600000,6.6720200,,,0
K2-62 c,2.1411100,2.1411100,Transit,2016,0.11480000,16.196600,,,0
K2-63 b,3.2172700,3.2172700,Transit,2016,0.16270000,20.257000,,,0
K2-63 c,3.9010800,3.9010800,Transit,2016,0.18900000,25.455600,,,0
K2-64 b,2.0738500,2.0738500,Transit,2016,0.061900000,6.5304400,,,0
K2-65 b,1.5806100,1.5806100,Transit,2016,0.10140000,12.647500,,,0
K2-66 b,2.4886200,2.4886200,Transit,2016,0.059830000,5.0696300,21.300833,1.3820406,0
K2-68 b,1.5806100,1.5806100,Transit,2016,0.070800000,8.0542800,,,0
K2-69 b,2.3204700,2.3204700,Transit,2016,0.059100000,7.0659900,,,0
K2-7 b,2.6679800,2.6679800,Transit,2015,0.18140000,28.679920,,,0
K2-70 b,2.8921800,2.8921800,Transit,2016,0.11120000,13.978960,,,0
K2-71 b,2.1523200,2.1523200,Transit,2016,0.055900000,6.9854100,,,0
K2-72 b,1.0761600,1.0761600,Transit,2016,0.040000000,5.5772120,,,0
K2-72 c,1.1546300,1.1546300,Transit,2016,0.078000000,15.189034,,,0
K2-72 d,1.0089000,1.0089000,Transit,2016,0.050000000,7.7601780,,,0
K2-72 e,1.2891500,1.2891500,Transit,2016,0.10600000,24.158868,,,0
K2-73 b,2.4549900,2.4549900,Transit,2016,0.076190000,7.4954300,,,0
K2-74 b,2.3092600,2.3092600,Transit,2016,0.14020000,19.566600,,,0
K2-75 b,2.6679800,2.6679800,Transit,2016,0.081000000,7.8142000,,,0
K2-75 c,2.7688700,2.7688700,Transit,2016,0.14290000,18.311000,,,0
K2-77 b,2.2980500,2.2980500,Transit,2016,,8.1997960,603.87321,49.758506,0
K2-79 b,3.6880900,3.6880900,Transit,2016,0.098700000,10.995730,,,0
K2-8 b,3.5759900,3.5759900,Transit,2015,0.085600000,10.352390,,,0
K2-8 c,2.4101500,2.4101500,Transit,2016,0.053200000,5.0641600,,,0
K2-80 b,2.0065900,2.0065900,Transit,2016,0.13500000,19.091800,,,0
K2-80 c,1.4685100,1.4685100,Transit,2016,0.059600000,5.6050000,,,0
K2-80 d,2.5558800,2.5558800,Transit,2018,,28.867253,,,0
K2-81 b,1.9729600,1.9729600,Transit,2016,0.059000000,6.1023250,,,0
K2-83 b,1.2443100,1.2443100,Transit,2016,0.030140000,2.7469700,,,0
K2-83 c,1.4797200,1.4797200,Transit,2016,0.071310000,9.9976700,,,0
K2-84 b,2.4101500,2.4101500,Transit,2016,0.066500000,6.4215000,,,0
K2-84 c,2.0290100,2.0290100,Transit,2016,0.17680000,27.860000,,,0
K2-85 b,1.0089000,1.0089000,Transit,2016,0.012630000,0.68453300,,,0
K2-86 b,1.9617500,1.9617500,Transit,2016,0.077000000,8.7768300,,,0
K2-87 b,7.6003800,7.6003800,Transit,2016,0.094000000,9.7266180,,,0
K2-88 b,1.2331000,1.2331000,Transit,2016,0.034500000,4.6122000,,,0
K2-89 b,0.61655000,0.61655000,Transit,2016,0.014620000,1.0960260,,,0
K2-9 b,2.2532100,2.2532100,Transit,2015,0.091000000,18.449800,,,0
K2-90 b,2.6007200,2.6007200,Transit,2016,0.096000000,13.733314,,,0
K2-90 c,1.3003600,1.3003600,Transit,2016,0.035000000,2.9007060,,,0
K2-91 b,1.0985800,1.0985800,Transit,2016,0.016400000,1.4195490,,,0
K2-95 b,3.8786600,3.8786600,Transit,2016,0.069600000,10.134016,,,0
K2-97 b,10.615870,10.615870,Transit,2016,0.086000000,8.4067260,,,0
K2-98 b,5.2014400,5.2014400,Transit,2016,0.097400000,10.136448,,,0
K2-99 b,11.725660,11.725660,Transit,2016,0.15970000,18.251985,,,0
kap And b,,12.272398,Imaging,2012,55.000000,,4327.5461,,0
kap CrB b,,13.411556,Radial Velocity,2007,2.6500000,1285.0000,575.58651,,0
Kapteyn c,,2.5406997,Radial Velocity,2014,0.31100000,121.54000,6.9922161,,0
KELT-1 b,12.443100,12.443100,Transit,2012,0.024660000,1.2175140,8654.4565,4.4921476,0
KELT-10 b,15.682790,15.682790,Transit,2016,0.052500000,4.1662739,215.80521,0.055948951,0
KELT-11 b,15.133500,15.133500,Transit,2017,,4.7361000,54.348589,0.015680869,0
KELT-12 b,19.953800,19.953800,Transit,2017,0.067080000,5.0316230,301.93660,0.038004841,0
KELT-14 b,19.539030,19.539030,Transit,2016,0.030050000,1.7100566,408.09116,0.054707665,0
KELT-15 b,19.505400,19.505400,Transit,2016,,3.3294400,416.35468,0.056104651,0
KELT-16 b,15.862150,15.862150,Transit,2017,0.020440000,0.96899510,874.02701,0.21899726,0
KELT-17 b,17.095250,17.095250,Transit,2016,0.048810000,3.0801716,416.35468,0.083336850,0
KELT-18 b,17.599700,17.599700,Transit,2017,0.045500000,2.8717518,375.03704,0.068795236,0
KELT-19 A b,21.411100,21.411100,Transit,2017,0.063700000,4.6117093,1293.5600,0.13178611,0
KELT-2 A b,15.133500,15.133500,Transit,2012,,4.1137900,540.30760,0.15589168,0
KELT-20 b,19.516610,19.516610,Transit,2017,0.054200000,3.4741085,1074.8943,0.14459478,0
KELT-21 b,17.779060,17.779060,Transit,2018,0.052240000,3.6127647,1242.7075,0.22112738,0
KELT-23 A b,14.830830,14.830830,Transit,2019,0.033020000,2.2552510,298.12267,0.091389988,0
KELT-3 b,17.487600,17.487600,Transit,2013,,2.7033900,616.58633,0.11529308,0
KELT-4 A b,19.045790,19.045790,Transit,2016,0.043170000,2.9895932,286.68086,0.041495568,0
KELT-6 b,14.573000,14.573000,Transit,2014,,7.8457000,165.27056,0.053400903,0
KELT-6 c,,12.994966,Radial Velocity,2015,2.3900000,1276.0000,1179.1419,,1
KELT-7 b,17.936000,17.936000,Transit,2015,,2.7347700,441.78092,0.076564979,0
KELT-8 b,18.160200,18.160200,Transit,2015,,3.2440600,209.76648,0.035024683,0
KELT-9 b,21.198110,21.198110,Transit,2017,0.034620000,1.4811235,915.34465,0.096093324,0
Kepler-10 b,1.4797200,1.4797200,Transit,2011,0.017200000,0.83749100,4.6085060,1.4223993,0
Kepler-10 c,2.3541000,2.3541000,Transit,2011,,45.294301,17.162712,1.3155616,0
Kepler-100 b,1.3227800,1.3227800,Transit,2014,,6.8870500,7.3100441,3.1583273,0
Kepler-100 c,2.1971600,2.1971600,Transit,2014,,12.815900,7.0494251,0.66461271,0
Kepler-100 d,1.6142400,1.6142400,Transit,2014,,35.333100,3.0002963,0.71327965,0
Kepler-1000 b,4.7642500,4.7642500,Transit,2016,,120.01813,,,0
Kepler-1001 b,3.1500100,3.1500100,Transit,2016,,14.305120,,,0
Kepler-1002 b,1.7151300,1.7151300,Transit,2016,,4.3364293,,,0
Kepler-1003 b,1.7823900,1.7823900,Transit,2016,,3.5548569,,,0
Kepler-1004 b,6.2776000,6.2776000,Transit,2016,,5.2878979,,,0
Kepler-1005 b,1.5021400,1.5021400,Transit,2016,,6.4980152,,,0
Kepler-1006 b,1.5357700,1.5357700,Transit,2016,,19.761720,,,0
Kepler-1007 b,1.4348800,1.4348800,Transit,2016,,5.1850021,,,0
Kepler-1008 b,1.2779400,1.2779400,Transit,2016,,12.439312,,,0
Kepler-1009 b,2.1747400,2.1747400,Transit,2016,,11.350119,,,0
Kepler-101 b,5.7171000,5.7171000,Transit,2014,0.047400000,3.4876812,50.852480,0.27213523,0
Kepler-101 c,1.2555200,1.2555200,Transit,2014,0.068400000,6.0297600,3.1782800,1.6059102,0
Kepler-1010 b,2.3204700,2.3204700,Transit,2016,,34.268571,,,0
Kepler-1011 b,2.8697600,2.8697600,Transit,2016,,5.7532220,,,0
Kepler-1012 b,1.2891500,1.2891500,Transit,2016,,5.5086044,,,0
Kepler-1013 b,2.1523200,2.1523200,Transit,2016,,18.930550,,,0
Kepler-1014 b,2.3877300,2.3877300,Transit,2016,,16.571104,,,0
Kepler-1015 b,3.5535700,3.5535700,Transit,2016,,16.004942,,,0
Kepler-1016 b,2.1747400,2.1747400,Transit,2016,,1.9545243,,,0
Kepler-1016 c,3.6768800,3.6768800,Transit,2016,,105.65514,,,0
Kepler-1017 b,1.9953800,1.9953800,Transit,2016,,7.2340047,,,0
Kepler-1018 b,2.5783000,2.5783000,Transit,2016,,49.101351,,,0
Kepler-1019 b,1.4573000,1.4573000,Transit,2016,,1.4112299,,,0
Kepler-102 b,0.47082000,0.47082000,Transit,2014,,5.2869600,4.3002129,41.202659,0
Kepler-102 c,0.58292000,0.58292000,Transit,2014,,7.0714200,3.0002963,15.147372,0
Kepler-102 d,1.1770500,1.1770500,Transit,2014,,10.311700,3.8139360,2.3387762,0
Kepler-102 e,2.2195800,2.2195800,Transit,2013,,16.145700,8.8991841,0.81383765,0
Kepler-102 f,0.88559000,0.88559000,Transit,2014,,27.453600,5.1996661,7.4864744,0
Kepler-1020 b,2.2756300,2.2756300,Transit,2016,,96.915150,,,0
Kepler-1021 b,2.3316800,2.3316800,Transit,2016,,13.474696,,,0
Kepler-1022 b,2.3653100,2.3653100,Transit,2016,,10.994699,,,0
Kepler-1023 b,2.6343500,2.6343500,Transit,2016,,62.138771,,,0
Kepler-1024 b,3.9122900,3.9122900,Transit,2016,,66.416213,,,0
Kepler-1025 b,1.9841700,1.9841700,Transit,2016,,37.322949,,,0
Kepler-1026 b,2.2083700,2.2083700,Transit,2016,,36.515605,,,0
Kepler-1027 b,0.88559000,0.88559000,Transit,2016,,1.9078052,,,0
Kepler-1028 b,1.3339900,1.3339900,Transit,2016,,2.5146243,,,0
Kepler-1029 b,1.2555200,1.2555200,Transit,2016,,4.4176965,,,0
Kepler-103 b,3.3742100,3.3742100,Transit,2014,,15.965400,9.8526681,0.25647056,0
Kepler-103 c,5.1453900,5.1453900,Transit,2014,,179.61200,36.232392,0.26597579,0
Kepler-1030 b,2.4774100,2.4774100,Transit,2016,,19.329524,,,0
Kepler-1031 b,0.87438000,0.87438000,Transit,2016,,1.2262173,,,0
Kepler-1032 b,1.8720700,1.8720700,Transit,2016,,3.2901179,,,0
Kepler-1033 b,2.5110400,2.5110400,Transit,2016,,7.5605281,,,0
Kepler-1034 b,2.2644200,2.2644200,Transit,2016,,12.124009,,,0
Kepler-1035 b,1.1658400,1.1658400,Transit,2016,,2.7140775,,,0
Kepler-1036 b,3.0154900,3.0154900,Transit,2016,,122.88081,,,0
Kepler-1037 b,1.2779400,1.2779400,Transit,2016,,1.0637887,,,0
Kepler-1038 b,3.5311500,3.5311500,Transit,2016,,148.46034,,,0
Kepler-1039 b,1.4573000,1.4573000,Transit,2016,,0.93488424,,,0
Kepler-104 b,3.1051700,3.1051700,Transit,2014,0.094000000,11.427548,,,0
Kepler-104 c,3.1275900,3.1275900,Transit,2014,0.15300000,23.668205,,,0
Kepler-104 d,3.5759900,3.5759900,Transit,2014,0.25700000,51.755394,,,0
Kepler-1040 b,2.0850600,2.0850600,Transit,2016,,201.12140,,,0
Kepler-1041 b,2.9370200,2.9370200,Transit,2016,,24.757642,,,0
Kepler-1042 b,2.1859500,2.1859500,Transit,2016,,10.132026,,,0
Kepler-1043 b,2.5446700,2.5446700,Transit,2016,,38.505340,,,0
Kepler-1044 b,2.6679800,2.6679800,Transit,2016,,6.7740887,,,0
Kepler-1045 b,2.6904000,2.6904000,Transit,2016,,26.410455,,,0
Kepler-1046 b,1.7151300,1.7151300,Transit,2016,,14.375080,,,0
Kepler-1047 b,2.0850600,2.0850600,Transit,2016,,56.188689,,,0
Kepler-1047 c,0.98648000,0.98648000,Transit,2016,,3.1889760,,,0
Kepler-1048 b,1.6142400,1.6142400,Transit,2016,,6.9210102,,,0
Kepler-1049 b,0.95285000,0.95285000,Transit,2016,,3.2734607,,,0
Kepler-105 b,4.8090900,4.8090900,Transit,2013,0.066000000,5.4122000,,,0
Kepler-105 c,1.3115700,1.3115700,Transit,2014,,7.1262000,4.5989712,2.0383852,0
Kepler-1050 b,1.6030300,1.6030300,Transit,2016,,15.378755,,,0
Kepler-1050 c,1.4797200,1.4797200,Transit,2016,,21.128457,,,0
Kepler-1051 b,3.3966300,3.3966300,Transit,2016,,25.962002,,,0
Kepler-1052 b,2.9258100,2.9258100,Transit,2016,,34.853828,,,0
Kepler-1053 b,0.97527000,0.97527000,Transit,2016,,2.4143516,,,0
Kepler-1054 b,2.6343500,2.6343500,Transit,2016,,4.3065569,,,0
Kepler-1055 b,1.2331000,1.2331000,Transit,2016,,2.2950362,,,0
Kepler-1056 b,3.0154900,3.0154900,Transit,2016,,27.495606,,,0
Kepler-1057 b,3.3630000,3.3630000,Transit,2016,,14.088274,,,0
Kepler-1058 b,2.7240300,2.7240300,Transit,2016,,110.96546,,,0
Kepler-1059 b,1.7263400,1.7263400,Transit,2016,,3.7641910,,,0
Kepler-106 b,0.81833000,0.81833000,Transit,2014,,6.1648600,5.3013711,9.6739265,0
Kepler-106 c,2.4998300,2.4998300,Transit,2014,,13.570800,10.488324,0.67138969,0
Kepler-106 d,0.95285000,0.95285000,Transit,2014,,23.980200,8.1014358,9.3645815,0
Kepler-106 e,2.5558800,2.5558800,Transit,2014,,43.844500,11.123980,0.66625245,0
Kepler-1060 b,2.3765200,2.3765200,Transit,2016,,46.877937,,,0
Kepler-1061 b,1.9841700,1.9841700,Transit,2016,,2.7579827,,,0
Kepler-1062 b,1.7599700,1.7599700,Transit,2016,,9.3041208,,,0
Kepler-1063 b,1.4909300,1.4909300,Transit,2016,,14.079715,,,0
Kepler-1064 b,1.5469800,1.5469800,Transit,2016,,16.540803,,,0
Kepler-1065 b,3.7329300,3.7329300,Transit,2016,,3.6093089,,,0
Kepler-1065 c,1.6030300,1.6030300,Transit,2016,,2.3703074,,,0
Kepler-1066 b,2.3653100,2.3653100,Transit,2016,,1.9315598,,,0
Kepler-1067 b,0.79591000,0.79591000,Transit,2016,,0.76212926,,,0
Kepler-1068 b,3.6320400,3.6320400,Transit,2016,,16.923441,,,0
Kepler-1069 b,1.6030300,1.6030300,Transit,2016,,23.899030,,,0
Kepler-107 b,1.5581900,1.5581900,Transit,2014,0.044000000,3.1799970,,,0
Kepler-107 c,1.8048100,1.8048100,Transit,2014,0.059000000,4.9014250,,,0
Kepler-107 d,1.0649500,1.0649500,Transit,2014,0.082000000,7.9582030,,,0
Kepler-107 e,3.4526800,3.4526800,Transit,2014,0.12300000,14.749049,,,0
Kepler-1070 b,1.7263400,1.7263400,Transit,2016,,6.2216147,,,0
Kepler-1071 b,2.3765200,2.3765200,Transit,2016,,6.1799844,,,0
Kepler-1072 b,1.5806100,1.5806100,Transit,2016,,1.5690665,,,0
Kepler-1073 b,2.2980500,2.2980500,Transit,2016,,8.6788859,,,0
Kepler-1073 c,1.6366600,1.6366600,Transit,2016,,4.0258225,,,0
Kepler-1074 b,1.2555200,1.2555200,Transit,2016,,5.9456653,,,0
Kepler-1075 b,1.4236700,1.4236700,Transit,2016,,1.5237282,,,0
Kepler-1076 b,0.79591000,0.79591000,Transit,2016,,6.1472792,,,0
Kepler-1077 b,2.7688700,2.7688700,Transit,2016,,34.351187,,,0
Kepler-1078 b,1.9057000,1.9057000,Transit,2016,,3.0072524,,,0
Kepler-1079 b,1.6254500,1.6254500,Transit,2016,,13.245032,,,0
Kepler-108 b,8.6541200,8.6541200,Transit,2014,0.29200000,49.183921,,,0
Kepler-108 c,8.1833000,8.1833000,Transit,2014,0.72100000,190.32349,,,0
Kepler-1080 b,3.2845300,3.2845300,Transit,2016,,77.254840,,,0
Kepler-1081 b,1.0089000,1.0089000,Transit,2016,,3.8569186,,,0
Kepler-1082 b,1.1210000,1.1210000,Transit,2016,,1.5432066,,,0
Kepler-1083 b,3.3630000,3.3630000,Transit,2016,,33.417799,,,0
Kepler-1084 b,1.1097900,1.1097900,Transit,2016,,2.0533368,,,0
Kepler-1085 b,7.2192400,7.2192400,Transit,2016,,219.32175,,,0
Kepler-1086 b,2.4437800,2.4437800,Transit,2016,,18.784257,,,0
Kepler-1086 c,2.9370200,2.9370200,Transit,2016,,161.51633,,,1
Kepler-1087 b,0.60534000,0.60534000,Transit,2016,,0.69384285,,,0
Kepler-1088 b,1.4236700,1.4236700,Transit,2016,,23.127486,,,0
Kepler-1089 b,1.8272300,1.8272300,Transit,2016,,5.1324856,,,0
Kepler-109 b,2.3653100,2.3653100,Transit,2014,,6.4816300,7.3005092,0.55168217,0
Kepler-109 c,2.5222500,2.5222500,Transit,2014,,21.222700,21.799823,1.3585905,0
Kepler-1090 b,2.2532100,2.2532100,Transit,2016,,198.68018,,,0
Kepler-1091 b,1.4573000,1.4573000,Transit,2016,,1.4347416,,,0
Kepler-1092 b,2.0738500,2.0738500,Transit,2016,,58.601793,,,0
Kepler-1093 b,1.9505400,1.9505400,Transit,2016,,25.082463,,,0
Kepler-1093 c,1.9617500,1.9617500,Transit,2016,,89.722292,,,0
Kepler-1094 b,3.1836400,3.1836400,Transit,2016,,78.100023,,,0
Kepler-1095 b,1.2106800,1.2106800,Transit,2016,,4.2710309,,,0
Kepler-1096 b,1.2443100,1.2443100,Transit,2016,,2.8922175,,,0
Kepler-1097 b,3.2621100,3.2621100,Transit,2016,,187.74703,,,0
Kepler-1098 b,1.3003600,1.3003600,Transit,2016,,2.5430729,,,0
Kepler-1099 b,2.8249200,2.8249200,Transit,2016,,2.1684526,,,0
Kepler-11 b,1.8048100,1.8048100,Transit,2010,0.091000000,10.303900,1.9069680,0.32437617,0
Kepler-11 c,2.8697600,2.8697600,Transit,2010,0.10700000,13.024100,2.8604520,0.12103136,0
Kepler-11 d,3.1163800,3.1163800,Transit,2010,0.15500000,22.684500,7.3100441,0.24152871,0
Kepler-11 e,4.1925400,4.1925400,Transit,2010,0.19500000,31.999600,7.9457001,0.10782030,0
Kepler-11 f,2.4886200,2.4886200,Transit,2010,0.25000000,46.688800,1.9069680,0.12372790,0
Kepler-11 g,3.3293700,3.3293700,Transit,2010,0.46600000,118.38070,25.108412,0.68035105,0
Kepler-110 b,1.8272300,1.8272300,Transit,2014,0.10700000,12.691112,,,0
Kepler-110 c,2.2083700,2.2083700,Transit,2014,0.19800000,31.719775,,,0
Kepler-1100 b,1.7487600,1.7487600,Transit,2016,,6.4220006,,,0
